onset	duration	trial	trial_type	rating	resp_time	valence	s_ns	id
10.091701835470303	5	1	iti	8	1.366	negative	nonsocial	neg_nonsoc_209
15.099475796461775	8	1	message	8	1.366	negative	nonsocial	neg_nonsoc_209
23.115449079672544	5	1	rating	8	1.366	negative	nonsocial	neg_nonsoc_209
28.202235028042196	3	2	iti	8	1.325	positive	nonsocial	pos_nonsoc_120
31.214686822098884	8	2	message	8	1.325	positive	nonsocial	pos_nonsoc_120
39.23070144403391	5	2	rating	8	1.325	positive	nonsocial	pos_nonsoc_120
44.30601689414107	4	3	iti	9	2.008	positive	nonsocial	pos_nonsoc_112
48.31311261495648	8	3	message	9	2.008	positive	nonsocial	pos_nonsoc_112
56.32907563475965	5	3	rating	9	2.008	positive	nonsocial	pos_nonsoc_112
61.42533841448312	3	4	iti	4	0.542	negative	social	neg_soc_401
64.42835015439414	8	4	message	4	0.542	negative	social	neg_soc_401
72.44432372269875	5	4	rating	4	0.542	negative	social	neg_soc_401
77.59073721771347	4	5	iti	6	0.641	positive	social	pos_soc_305
81.59340798441917	8	5	message	6	0.641	positive	social	pos_soc_305
89.60943999712617	5	5	rating	6	0.641	positive	social	pos_soc_305
94.68234810798458	6	6	iti	6	1.675	positive	nonsocial	pos_nonsoc_104
100.69173770037742	8	6	message	6	1.675	positive	nonsocial	pos_nonsoc_104
108.70770898792398	5	6	rating	6	1.675	positive	nonsocial	pos_nonsoc_104
113.78993684298257	4	7	iti	6	1.242	positive	social	pos_soc_316
117.79015522548798	8	7	message	6	1.242	positive	social	pos_soc_316
125.8061647157192	5	7	rating	6	1.242	positive	social	pos_soc_316
130.88933680426635	4	8	iti	6	0.608	positive	nonsocial	pos_nonsoc_111
134.90530809181655	8	8	message	6	0.608	positive	nonsocial	pos_nonsoc_111
142.9212850812546	5	8	rating	6	0.608	positive	nonsocial	pos_nonsoc_111
148.0788474877627	6	9	iti	7	1.674	positive	social	pos_soc_317
154.08691110492146	8	9	message	7	1.674	positive	social	pos_soc_317
162.10285416810075	5	9	rating	7	1.674	positive	social	pos_soc_317
167.20339621856328	2	10	iti	3	1.025	negative	social	neg_soc_406
169.2188791389708	8	10	message	3	1.025	negative	social	neg_soc_406
177.2348515668964	5	10	rating	3	1.025	negative	social	neg_soc_406
182.316187360786	6	11	iti	4	0.509	positive	social	pos_soc_303
188.31715525713298	8	11	message	4	0.509	positive	social	pos_soc_303
196.3331031669186	5	11	rating	4	0.509	positive	social	pos_soc_303
201.45862121953905	6	12	iti	10	2.227	positive	social	pos_soc_302
207.46542015681916	8	12	message	10	2.227	positive	social	pos_soc_302
215.48139401022127	5	12	rating	10	2.227	positive	social	pos_soc_302
220.55526203477348	2	13	iti	6	0.742	negative	nonsocial	neg_nonsoc_217
222.56401928722698	8	13	message	6	0.742	negative	nonsocial	neg_nonsoc_217
230.5800319134978	5	13	rating	6	0.742	negative	nonsocial	neg_nonsoc_217
235.68641612358624	5	14	iti	4	0.609	positive	social	pos_soc_308
240.6957529734682	8	14	message	4	0.609	positive	social	pos_soc_308
248.71169974287477	5	14	rating	4	0.609	positive	social	pos_soc_308
253.80931957314533	3	15	iti	7	1.692	positive	nonsocial	pos_nonsoc_108
256.8109588674015	8	15	message	7	1.692	positive	nonsocial	pos_nonsoc_108
264.82692758909616	5	15	rating	7	1.692	positive	nonsocial	pos_nonsoc_108
269.9216086636843	3	16	iti	7	1.408	positive	social	pos_soc_301
272.92613938790964	8	16	message	7	1.408	positive	social	pos_soc_301
